label,src_dir,row,col,num_points,mask,c5,c7,c9,hh,hv,np,std_hh5,std_hh7,std_hh9,std_hv5,std_hv7,std_hv9,theta,ratio,FYI,MYI
2.547,./data/SAR/2018_norm,1027,1098,3,3,0.991174340248108,0.988284707069397,0.9840408563613892,0.3021895289421081,0.3538823127746582,0.3333333333333333,0.0331676043570041,0.0435072556138038,0.0474593825638294,0.0315831638872623,0.0360534489154815,0.0353803895413875,1.0071309804916382,0.0686257700616685,0.01765894889831543,0.9823410511016846
2.587421052631579,./data/SAR/2018_norm,1028,1098,19,3,0.9887533187866212,0.985711395740509,0.9839797616004944,0.2870365083217621,0.3303730487823486,0.3333333333333333,0.0212236046791076,0.039351437240839,0.0462172776460647,0.0221618376672267,0.0323264002799987,0.0341308563947677,1.0070374011993408,0.0703012129089081,0.001890104147605598,0.9981099367141724
2.084,./data/SAR/2018_norm,1028,1097,1,3,0.982270121574402,0.9842216968536376,0.9850992560386658,0.3367841243743896,0.4079800546169281,0.3333333333333333,0.0150988223031163,0.0335544347763061,0.043842289596796,0.0190974865108728,0.0289407428354024,0.033264759927988,1.0071430206298828,0.0644298201289568,0.01637979969382286,0.9836201667785645
2.4334736842105262,./data/SAR/2018_norm,1029,1097,19,3,0.9744206070899964,0.9814717173576356,0.984080135822296,0.3181815147399902,0.3881531953811645,0.3333333333333333,0.0201502069830894,0.0295934900641441,0.0390632487833499,0.0205820128321647,0.0254924390465021,0.0298207905143499,1.0070489645004272,0.0644709237082775,0.08283349126577377,0.9171664714813232
2.813125,./data/SAR/2018_norm,1030,1097,8,3,0.9817283153533936,0.9802179336547852,0.9758735299110411,0.3319183886051178,0.3792776763439178,0.3333333333333333,0.0220662038773298,0.0281617362052202,0.0333207882940769,0.0216379892081022,0.0251317825168371,0.0264758747071027,1.006954312324524,0.0702972751644325,0.062493812292814255,0.9375062584877014
3.1748333333333334,./data/SAR/2018_norm,1030,1096,12,3,0.9740055203437804,0.9713506102561952,0.9731483459472656,0.380065768957138,0.4407538473606109,0.3333333333333333,0.020844230428338,0.0254088006913661,0.0349511764943599,0.0212569031864404,0.0234910529106855,0.0283840522170066,1.0070607662200928,0.0678881577000853,0.06393208354711533,0.9360678791999817
3.4171666666666667,./data/SAR/2018_norm,1031,1096,18,3,0.9719496369361876,0.9712063074111938,0.973296284675598,0.4078078866004944,0.4587824940681457,0.3333333333333333,0.0208463259041309,0.0258756801486015,0.0345559567213058,0.0217214561998844,0.0244736112654209,0.0282907485961914,1.006966471672058,0.0711756888618712,0.0029705986380577087,0.9970294833183289
3.3475,./data/SAR/2018_norm,1031,1095,2,3,0.951804220676422,0.9669870138168336,0.973581612110138,0.4385374188423157,0.4777678847312927,0.3333333333333333,0.0215000845491886,0.03066898137331,0.0391242019832134,0.024082051590085,0.0289188604801893,0.0305056367069482,1.0070717334747314,0.0754489507434825,0.0005044132703915238,0.9994956254959106
3.14335,./data/SAR/2018_norm,1032,1095,20,3,0.9559168219566344,0.964327871799469,0.9773024320602416,0.4154975712299347,0.4824496805667877,0.3333333333333333,0.0215619374066591,0.0295894257724285,0.04270626232028,0.0254475604742765,0.0284605342894792,0.0332153812050819,1.006977915763855,0.0668821179282728,0.0017161894356831908,0.998283863067627
3.8187142857142855,./data/SAR/2018_norm,1033,1095,7,3,0.9568053483963012,0.9749074578285216,0.9788039922714232,0.4144628345966339,0.4776531159877777,0.3333333333333333,0.0214416533708572,0.0349587388336658,0.0434958972036838,0.0253071337938308,0.0328829549252986,0.0340611562132835,1.0068833827972412,0.0679188235594604,0.0009531971300020814,0.9990467429161072
3.3113076923076923,./data/SAR/2018_norm,1033,1094,13,3,0.9481343626976012,0.9719213247299194,0.9765574932098388,0.4203405678272247,0.5008347034454346,0.3333333333333333,0.0180159602314233,0.0384207740426063,0.0446520671248436,0.0275220349431037,0.0345005542039871,0.0345675274729728,1.0069899559020996,0.0631379837178581,0.0023103109560906887,0.9976897239685059
2.941625,./data/SAR/2018_norm,1034,1094,8,3,0.985159695148468,0.9802049994468688,0.978392779827118,0.4264164566993713,0.5048092007637024,0.3333333333333333,0.0282517578452825,0.038266971707344,0.0446606427431106,0.0340408310294151,0.0353302098810672,0.0345827117562294,1.0068950653076172,0.0638260371378391,0.002044863998889923,0.9979551434516907
2.5895,./data/SAR/2018_norm,1034,1093,2,3,0.9844809770584106,0.9790039658546448,0.973716139793396,0.4664990901947021,0.556226372718811,0.3333333333333333,0.0275568179786205,0.0380755476653575,0.0446175150573253,0.0328036434948444,0.0354477241635322,0.0342774949967861,1.007001519203186,0.0610149460867491,0.0016292765503749251,0.9983707070350647
2.773428571428572,./data/SAR/2018_norm,1035,1093,21,3,0.9887400269508362,0.9871459603309632,0.9779213666915894,0.4307565987110138,0.5098708868026733,0.3333333333333333,0.0304614137858152,0.0401619933545589,0.0456299185752868,0.033540304750204,0.0361781641840934,0.0347934551537036,1.0069066286087036,0.0636848582100475,0.00020367205434013158,0.9997963309288025
2.592,./data/SAR/2018_norm,1036,1093,3,3,0.990906298160553,0.9872670769691468,0.983087122440338,0.4157046973705292,0.4943528175354004,0.3333333333333333,0.0331243984401226,0.0412094220519065,0.0476827770471572,0.0337989032268524,0.0358481407165527,0.0354654937982559,1.006812334060669,0.063592995486185,0.0038902510423213243,0.9961097836494446
2.334388888888889,./data/SAR/2018_norm,1036,1092,18,3,0.9868915677070618,0.980351448059082,0.977686882019043,0.377128005027771,0.4475014507770538,0.3333333333333333,0.0318232923746109,0.0398093946278095,0.0458197221159935,0.0317676961421966,0.0335017442703247,0.0349829159677028,1.0069178342819214,0.06525654418744,0.0009507893119007349,0.9990492463111877
2.3609,./data/SAR/2018_norm,1037,1092,10,3,0.9922917485237122,0.98146253824234,0.979549765586853,0.3683270514011383,0.444509357213974,0.3333333333333333,0.0318039432168006,0.0377186648547649,0.0461726896464824,0.0301049072295427,0.0320003628730773,0.0345056876540184,1.0068235397338867,0.0635918896812296,0.0006698773358948529,0.9993301630020142
2.270090909090909,./data/SAR/2018_norm,1037,1091,11,1,0.9757040143013,0.9697064757347108,0.9713351726531982,0.3308614790439605,0.3882592022418976,0.3333333333333333,0.0245083849877119,0.0347661189734935,0.0428588725626468,0.0254676956683397,0.0292319301515817,0.0322280526161193,1.006929874420166,0.0677774962919797,0.0032866839319467545,0.9967132806777954
2.1165625,./data/SAR/2018_norm,1038,1091,16,1,0.9770732522010804,0.9819584488868712,0.968978226184845,0.2923406064510345,0.3435195386409759,0.3333333333333333,0.0241960007697343,0.0316926501691341,0.0397590473294258,0.0248997211456298,0.0272590238600969,0.0301793534308671,1.0068359375,0.0685610535009205,0.004851117730140686,0.9951489567756653
2.105,./data/SAR/2018_norm,1038,1090,6,1,0.9458008408546448,0.9437850117683412,0.9558345079421996,0.2915723025798797,0.3548995852470398,0.3333333333333333,0.0180697105824947,0.0259075984358787,0.0370615683495998,0.0198018010705709,0.0234703067690134,0.0278692301362752,1.006940841674805,0.0656806338732925,0.026950521394610405,0.973049521446228
2.29955,./data/SAR/2018_norm,1039,1090,20,1,0.9243854880332948,0.9467121362686156,0.9554445147514344,0.3052631020545959,0.3586986660957336,0.3333333333333333,0.014907544478774,0.0255219750106334,0.0339322052896022,0.0189257375895977,0.0229804683476686,0.025473702698946,1.0068473815917969,0.0682661946551699,0.09753984212875366,0.9024601578712463
2.14,./data/SAR/2018_norm,1039,1089,2,1,0.8630676865577698,0.9251828193664552,0.9426016807556152,0.3435671031475067,0.3758339881896972,0.3333333333333333,0.0172609835863113,0.0250033512711524,0.0308231897652149,0.0184816345572471,0.0203507859259843,0.0229931585490703,1.006953477859497,0.0743803790499803,0.0030657732859253883,0.996934175491333
2.018954545454545,./data/SAR/2018_norm,1040,1089,22,1,0.915199100971222,0.9239963293075562,0.9436358213424684,0.3465950489044189,0.3983010649681091,0.3333333333333333,0.0201126411557197,0.025784945115447,0.0301730837672948,0.0198731087148189,0.0203884337097406,0.0224073026329278,1.0068597793579102,0.0695253828492294,0.007773670833557844,0.9922263622283936
